stationCode;date;bikeName;dockPosition;bikeRate
11104;44531
11104;24187
11104;38220
11104;24933
11104;55262
9020;20451
9020;37944
9020;55773
5001;24964
5001;06412
5001;18798
5001;12595
5001;09985
5001;16468
5001;43759
5001;09500
5001;24006
5001;17785
5001;00353
5001;09919
5001;24005
5001;21410
5001;20145
5001;14080
5001;10755
5001;19545
5001;00456
5001;26049
5001;20454
5001;34903
5001;36726
5001;03299
5001;50718
5001;20987
5001;44394
5001;19680
5001;03971
5001;51166
5001;45616
10013;50001
10013;17773
10013;13331
10013;13084
10013;50288
10013;08933
10013;21846
10013;03843
10013;17658
10013;41831
10013;05397
10013;22570
10013;16950
10013;25927
10013;36363
10013;11330
10013;43848
10013;42524
10013;43783
10013;44790
10013;09110
10013;51808
10013;52054
10013;52995
10013;53124
10013;43670
14111;42592
14111;26480
14111;57777
6003;18746
6003;24240
6003;12973
6003;44534
6003;43632
6003;39342
6003;44710
6003;52396
6003;17095
6003;57920
6003;57852
13007;13098
13007;40530
13007;18617
13007;09647
13007;14470
13007;24768
13007;12946
13007;30645
13007;24074
13007;16828
13007;44619
13007;50694
13007;01729
13007;55761
6108;41293
6108;07279
6108;05934
6108;32200
6108;18360
6108;05207
6108;09912
6108;07201
6108;24928
6108;31576
6108;06740
6108;40365
6108;02175
6108;18371
6108;51514
6108;57616
6108;57192
42016;02506
42016;17356
42016;45414
42016;43885
42016;02614
41301;43842
41301;34118
41301;30764
41301;41028
41301;45596
41301;56639
41301;57250
6021;21778
6021;21325
6021;17321
6021;57875
6021;03277
6021;37954
6021;26458
6021;31539
6021;42764
6021;20964
6021;43389
6021;12057
6021;45108
6021;16105
6021;55462
6021;57888
25006;39494
25006;55502
25006;26202
25006;19166
25006;57604
17026;12710
17026;30071
17026;14225
17026;35174
17026;26304
17026;37072
17026;13207
17026;36539
17026;43610
17026;10318
17026;43413
17026;45265
17026;52103
17026;52794
17026;37254
17026;55293
17026;55442
17026;57327
17041;19123
17041;00920
17041;26302
17041;38272
17041;36418
17041;41335
17041;51388
17041;56757
7003;00924
7003;22430
7003;08522
7003;16680
7003;16055
7003;23415
7003;10727
7003;20261
7003;22930
7003;03839
7003;22535
7003;11451
7003;16163
7003;24470
7003;00829
7003;52785
7003;11502
7003;43028
7003;45679
7003;24097
7003;43750
7003;03208
7003;50040
7003;52391
7003;44242
7003;53344
7003;17423
7001;14042
7001;19614
7001;34948
7001;02742
7001;22522
7001;08254
7001;20296
7001;17010
7001;37082
7001;43173
7001;44142
7001;45857
7001;08862
7001;07656
7001;53342
7001;06903
7001;56092
5016;56772
5016;14155
5016;34883
5016;25747
15047;21083
15047;38050
15047;04317
15047;30669
15047;39168
15047;26197
15047;07290
15047;53001
15047;53006
15047;56322
15047;55064
15047;57113
17048;02376
17048;33352
17048;56442
17025;07431
17025;38656
17025;44556
17025;23447
17025;57382
17025;56786
13101;18732
13101;25612
13101;20450
13101;45825
13101;44358
13101;53401
13101;56922
13101;57494
20143;38468
20143;09203
20143;01573
20143;07328
20143;04089
20143;21208
20143;08384
20143;20635
20143;17989
20143;41708
20143;40761
20143;13934
20143;01083
14108;39135
14108;56125
14108;44978
14108;57818
31024;06476
31024;16520
31024;07087
31024;38187
31024;26444
31024;35017
31024;42646
31024;55711
31024;57973
31024;57654
15026;05907
15026;15076
15026;43865
15026;50977
15026;39466
15026;11516
15026;50666
15026;06487
15026;17971
15026;36929
15026;38135
15026;18002
15026;41503
15026;44463
15026;44659
15026;35926
15026;50293
15026;50921
15026;51367
15026;53085
15026;55208
15026;56485
15026;57023
19033;39099
19033;44232
16118;44158
16118;25764
16118;24749
16118;44579
16118;37608
16118;24731
16118;04860
16118;15950
16118;22545
16118;25758
16118;24740
16118;26963
16118;40583
16118;43255
16118;43206
16118;43781
16118;04093
16118;18193
16118;50480
16118;38441
16118;52764
16118;55971
16118;57951
43002;08854
43002;17904
43002;51268
43002;12182
43002;19947
43002;18887
43002;35874
43002;16781
43002;13375
43002;03692
43002;06431
43002;24754
43002;40809
43002;15099
43002;56143
16138;00954
16138;40376
16138;44754
16138;26165
22207;19978
22207;02890
22207;17324
22207;53374
7004;24078
7004;26978
7004;20395
7004;02269
13030;17184
13030;09114
13030;06605
13030;14869
13030;12592
13030;13231
13030;55861
13030;55431
13030;56741
6029;12040
6029;10892
19027;18415
19027;31585
19027;58016
2017;03484
2017;19662
2017;18106
2017;24952
2017;01168
2017;52930
2017;05406
2017;03216
2017;22866
2017;10738
2017;08329
2017;01912
2017;04186
2017;14818
2017;01874
2017;42597
2017;45693
2017;43875
2017;07970
2017;44698
2017;10445
2017;44661
2017;17832
2017;50620
2017;50295
2017;51134
2017;51289
2017;51735
2017;52286
2017;09039
2017;00510
2017;52712
9008;39975
9008;01516
9008;19960
9008;26277
9008;57806
8103;07480
8103;25732
8103;10194
8103;02419
8103;39767
8103;35171
8103;43886
8103;45795
8103;44781
8103;38725
8103;20436
8103;24493
8103;55087
8048;00958
8048;24174
8048;24131
8048;05956
8048;09623
8048;36338
8048;43214
8048;52691
8048;58035
14013;16261
14013;44230
14013;22471
14013;39087
14013;36042
14013;05000
14013;40640
14013;30168
14013;01469
14013;56016
7011;10545
7011;22278
7011;00177
7011;26573
7011;24157
7011;42583
7011;42543
48003;14443
48003;40075
48003;26453
48003;38826
48003;18230
48003;21694
48003;40582
48003;07914
48003;57095
18134;38763
18134;41117
18134;38271
18134;38896
18134;43158
18134;45410
18134;57868
18134;56246
14002;22484
14002;41067
14002;39277
14002;57832
14002;58913
9014;34027
9014;03133
9014;44777
8053;17862
8053;03492
8053;17757
8053;09300
8053;37126
8053;00793
8053;57822
17032;36851
17032;43693
17032;21399
17032;34895
17032;43471
17032;23959
17032;52099
8016;17031
8016;37516
8016;21584
8016;23755
8016;18241
8016;04336
8016;09898
8016;11943
8016;34407
8016;06750
8016;77779
8016;19234
8016;42845
8016;50742
8016;22638
8016;22314
8016;52140
8016;57725
8016;55680
8016;56346
8016;56307
10162;03000
10162;05034
10162;07982
10162;38645
10162;35096
10162;38233
10162;40474
10162;37596
10162;57522
10162;57141
10162;55737
10162;56865
10115;18842
10115;07980
10115;14627
10115;00044
10115;43208
10115;06118
10115;41789
10115;26268
10115;35279
10115;18610
10029;37122
10029;36143
10029;40943
10029;43178
10029;50226
10029;56122
10029;57631
10029;58352
13118;18305
13118;07472
13118;12513
13118;00236
13118;04051
13118;09475
13118;08527
13118;12103
13118;03655
13118;07773
13118;00527
13118;22845
13118;20024
13118;04968
13118;35899
13118;17245
13118;04721
13118;22238
13118;03340
13118;08545
13118;03445
13118;51787
13118;51667
13118;20521
13118;00169
13118;19780
13118;23989
13118;02321
13118;34401
13118;09556
13118;06817
13118;18631
13118;13560
13118;09509
13118;41687
13118;39671
13118;21046
13118;44525
13118;43342
13118;44097
13118;43818
13118;44018
13118;43483
13118;42911
13118;03268
13118;42632
13118;42677
13118;00808
13118;17563
13118;08211
13118;50504
13118;50651
13118;09845
13118;51477
13118;08677
13118;52669
13118;53018
13118;56538
5005;34485
10161;14496
10161;57642
10161;56248
41303;02390
41303;19907
41303;05537
41303;41513
41303;23435
41303;17664
41303;06260
41303;14722
41303;07059
41303;07251
41303;11703
41303;23484
